<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NYMEX.PL,D,23/04/21,00:00:00,1232.0000000
NYMEX.PL,D,25/04/21,00:00:00,1234.4000000
NYMEX.PL,D,26/04/21,00:00:00,1251.0000000
NYMEX.PL,D,27/04/21,00:00:00,1233.2000000
NYMEX.PL,D,28/04/21,00:00:00,1224.3000000
NYMEX.PL,D,29/04/21,00:00:00,1208.1000000
NYMEX.PL,D,30/04/21,00:00:00,1203.9000000
NYMEX.PL,D,02/05/21,00:00:00,1203.6000000
NYMEX.PL,D,03/05/21,00:00:00,1235.3000000
NYMEX.PL,D,04/05/21,00:00:00,1238.8000000
NYMEX.PL,D,05/05/21,00:00:00,1224.6000000
NYMEX.PL,D,06/05/21,00:00:00,1255.7000000
NYMEX.PL,D,07/05/21,00:00:00,1256.6000000
NYMEX.PL,D,09/05/21,00:00:00,1261.4000000
NYMEX.PL,D,10/05/21,00:00:00,1254.6000000
NYMEX.PL,D,11/05/21,00:00:00,1241.0000000
NYMEX.PL,D,12/05/21,00:00:00,1218.0000000
NYMEX.PL,D,13/05/21,00:00:00,1211.6000000
NYMEX.PL,D,14/05/21,00:00:00,1231.1000000
NYMEX.PL,D,16/05/21,00:00:00,1231.6000000
NYMEX.PL,D,17/05/21,00:00:00,1247.4000000
NYMEX.PL,D,18/05/21,00:00:00,1223.7000000
NYMEX.PL,D,19/05/21,00:00:00,1190.7000000
NYMEX.PL,D,20/05/21,00:00:00,1200.5000000
NYMEX.PL,D,21/05/21,00:00:00,1170.9000000
NYMEX.PL,D,23/05/21,00:00:00,1175.6000000
NYMEX.PL,D,24/05/21,00:00:00,1176.2000000
NYMEX.PL,D,25/05/21,00:00:00,1198.0000000
NYMEX.PL,D,26/05/21,00:00:00,1194.0000000
NYMEX.PL,D,27/05/21,00:00:00,1182.9000000
NYMEX.PL,D,28/05/21,00:00:00,1184.4000000
NYMEX.PL,D,30/05/21,00:00:00,1187.5000000
NYMEX.PL,D,31/05/21,00:00:00,1193.4000000
NYMEX.PL,D,01/06/21,00:00:00,1196.6000000
NYMEX.PL,D,02/06/21,00:00:00,1195.5000000
NYMEX.PL,D,03/06/21,00:00:00,1157.7000000
NYMEX.PL,D,04/06/21,00:00:00,1168.0000000
NYMEX.PL,D,06/06/21,00:00:00,1171.1000000
NYMEX.PL,D,07/06/21,00:00:00,1175.4000000
NYMEX.PL,D,08/06/21,00:00:00,1164.1000000
NYMEX.PL,D,09/06/21,00:00:00,1151.1000000
NYMEX.PL,D,10/06/21,00:00:00,1152.2000000
NYMEX.PL,D,11/06/21,00:00:00,1149.3000000
NYMEX.PL,D,13/06/21,00:00:00,1144.3000000
NYMEX.PL,D,14/06/21,00:00:00,1165.5000000
NYMEX.PL,D,15/06/21,00:00:00,1154.2000000
NYMEX.PL,D,16/06/21,00:00:00,1126.0000000
NYMEX.PL,D,17/06/21,00:00:00,1062.4000000
NYMEX.PL,D,18/06/21,00:00:00,1035.4000000
NYMEX.PL,D,20/06/21,00:00:00,1039.5000000
NYMEX.PL,D,21/06/21,00:00:00,1055.7000000
NYMEX.PL,D,22/06/21,00:00:00,1070.7000000
NYMEX.PL,D,23/06/21,00:00:00,1083.3000000
NYMEX.PL,D,24/06/21,00:00:00,1092.7000000
NYMEX.PL,D,25/06/21,00:00:00,1108.2000000
NYMEX.PL,D,27/06/21,00:00:00,1111.7000000
NYMEX.PL,D,28/06/21,00:00:00,1093.1000000
NYMEX.PL,D,29/06/21,00:00:00,1064.7000000
NYMEX.PL,D,30/06/21,00:00:00,1066.0000000
NYMEX.PL,D,01/07/21,00:00:00,1084.4000000
NYMEX.PL,D,02/07/21,00:00:00,1089.6000000
